timestamp,pressure,flow,metadata.deviceId
2025-01-14T13:34:51.000Z,0.229,0.278,ESP32_b08674
2025-01-14T13:34:52.000Z,0.22,0.288,ESP32_b08674
2025-01-14T13:34:53.000Z,0.226,0.283,ESP32_b08674
2025-01-14T13:34:54.000Z,0.217,0.283,ESP32_b08674
2025-01-14T13:34:55.000Z,0.225,0.303,ESP32_b08674
2025-01-14T13:34:56.000Z,0.227,0.283,ESP32_b08674
2025-01-14T13:34:57.000Z,0.229,0.283,ESP32_b08674
2025-01-14T13:34:58.000Z,0.236,0.278,ESP32_b08674
2025-01-14T13:34:59.000Z,0.242,0.278,ESP32_b08674
2025-01-14T13:35:00.000Z,0.239,0.288,ESP32_b08674
2025-01-14T13:35:01.000Z,0.241,0.273,ESP32_b08674
2025-01-14T13:35:02.000Z,0.242,0.273,ESP32_b08674
2025-01-14T13:35:03.000Z,0.241,0.273,ESP32_b08674
2025-01-14T13:35:04.000Z,0.237,0.268,ESP32_b08674
2025-01-14T13:35:05.000Z,0.234,0.283,ESP32_b08674
2025-01-14T13:35:06.000Z,0.241,0.278,ESP32_b08674
2025-01-14T13:35:07.000Z,0.243,0.268,ESP32_b08674
2025-01-14T13:35:08.000Z,0.241,0.263,ESP32_b08674
2025-01-14T13:35:09.000Z,0.234,0.278,ESP32_b08674
2025-01-14T13:35:10.000Z,0.233,0.308,ESP32_b08674
2025-01-14T13:35:11.000Z,0.238,0.273,ESP32_b08674
2025-01-14T13:35:12.000Z,0.239,0.268,ESP32_b08674
2025-01-14T13:35:13.000Z,0.244,0.263,ESP32_b08674
2025-01-14T13:35:14.000Z,0.243,0.263,ESP32_b08674
2025-01-14T13:35:15.000Z,0.244,0.263,ESP32_b08674
2025-01-14T13:35:16.000Z,0.247,0.258,ESP32_b08674
2025-01-14T13:35:17.000Z,0.248,0.263,ESP32_b08674
2025-01-14T13:35:18.000Z,0.249,0.258,ESP32_b08674
2025-01-14T13:35:19.000Z,0.244,0.258,ESP32_b08674
2025-01-14T13:35:20.000Z,0.241,0.288,ESP32_b08674
2025-01-14T13:35:21.000Z,0.227,0.288,ESP32_b08674
2025-01-14T13:35:22.000Z,0.235,0.298,ESP32_b08674
2025-01-14T13:35:23.000Z,0.24,0.273,ESP32_b08674
2025-01-14T13:35:24.000Z,0.244,0.268,ESP32_b08674
2025-01-14T13:35:25.000Z,0.24,0.258,ESP32_b08674
2025-01-14T13:35:26.000Z,0.245,0.258,ESP32_b08674
2025-01-14T13:35:27.000Z,0.243,0.258,ESP32_b08674
2025-01-14T13:35:28.000Z,0.244,0.258,ESP32_b08674
2025-01-14T13:35:29.000Z,0.242,0.253,ESP32_b08674
2025-01-14T13:35:31.000Z,0.244,0.268,ESP32_b08674
2025-01-14T13:35:32.000Z,0.241,0.253,ESP32_b08674
2025-01-14T13:35:33.000Z,0.245,0.253,ESP32_b08674
2025-01-14T13:35:34.000Z,0.242,0.247,ESP32_b08674
2025-01-14T13:35:35.000Z,0.093,0.157,ESP32_b08674
2025-01-14T13:35:36.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:37.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:38.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:39.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:40.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:41.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:42.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:43.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:44.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:45.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:46.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:47.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:48.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:49.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:50.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:51.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:52.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:53.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:54.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:55.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:56.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:57.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:58.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:35:59.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:00.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:01.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:02.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:03.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:04.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:05.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:06.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:07.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:08.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:09.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:10.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:11.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:12.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:13.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:14.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:15.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:16.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:17.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:18.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:19.000Z,0.017,0.0,ESP32_b08674
2025-01-14T13:36:20.000Z,0.017,0.0,ESP32_b08674
