timestamp,pressure,flow
2024-12-24T14:46:34.000Z,0.017,0
2024-12-24T14:46:35.000Z,0.017,0
2024-12-24T14:46:36.000Z,0.017,0
2024-12-24T14:46:37.000Z,0.017,0
2024-12-24T14:46:38.000Z,0.017,0
2024-12-24T14:46:39.000Z,0.017,0
2024-12-24T14:46:40.000Z,0.017,0
2024-12-24T14:46:41.000Z,0.017,0
2024-12-24T14:46:42.000Z,0.017,0
2024-12-24T14:46:43.000Z,0.017,0
2024-12-24T14:46:44.000Z,0.017,0
2024-12-24T14:46:45.000Z,0.208,18.03
2024-12-24T14:46:46.000Z,0.254,5.606
2024-12-24T14:46:47.000Z,0.26,4.091
2024-12-24T14:46:48.000Z,0.262,3.636
2024-12-24T14:46:49.000Z,0.259,3.788
2024-12-24T14:46:50.000Z,0.259,3.485
2024-12-24T14:46:51.000Z,0.262,3.636
2024-12-24T14:46:52.000Z,0.259,3.636
2024-12-24T14:46:53.000Z,0.263,3.485
2024-12-24T14:46:54.000Z,0.259,3.788
2024-12-24T14:46:55.000Z,0.257,3.636
2024-12-24T14:46:56.000Z,0.261,3.788
2024-12-24T14:46:57.000Z,0.263,3.485
2024-12-24T14:46:58.000Z,0.265,3.485
2024-12-24T14:46:59.000Z,0.263,3.333
2024-12-24T14:47:00.000Z,0.263,3.485
2024-12-24T14:47:01.000Z,0.264,3.333
2024-12-24T14:47:02.000Z,0.262,3.333
2024-12-24T14:47:03.000Z,0.285,3.333
2024-12-24T14:47:04.000Z,0.289,3.485
2024-12-24T14:47:05.000Z,0.289,3.333
2024-12-24T14:47:06.000Z,0.29,3.333
2024-12-24T14:47:07.000Z,0.294,3.333
2024-12-24T14:47:08.000Z,0.294,3.182
2024-12-24T14:47:09.000Z,0.292,3.333
2024-12-24T14:47:10.000Z,0.293,3.182
2024-12-24T14:47:11.000Z,0.29,3.333
2024-12-24T14:47:12.000Z,0.291,3.182
2024-12-24T14:47:13.000Z,0.29,3.333
2024-12-24T14:47:15.000Z,0.289,3.333
2024-12-24T14:47:16.000Z,0.295,3.333
2024-12-24T14:47:17.000Z,0.295,3.182
2024-12-24T14:47:18.000Z,0.295,3.182
2024-12-24T14:47:19.000Z,0.295,3.182
2024-12-24T14:47:20.000Z,0.295,3.182
2024-12-24T14:47:21.000Z,0.294,3.182
2024-12-24T14:47:22.000Z,0.294,3.182
2024-12-24T14:47:23.000Z,0.297,3.182
2024-12-24T14:47:24.000Z,0.297,3.182
2024-12-24T14:47:25.000Z,0.295,3.182
2024-12-24T14:47:26.000Z,0.297,3.182
2024-12-24T14:47:27.000Z,0.297,3.182
2024-12-24T14:47:28.000Z,0.3,3.03
2024-12-24T14:47:29.000Z,0.295,3.182
2024-12-24T14:47:30.000Z,0.297,3.182
2024-12-24T14:47:31.000Z,0.298,3.182
2024-12-24T14:47:32.000Z,0.298,3.182
2024-12-24T14:47:33.000Z,0.298,3.182
2024-12-24T14:47:34.000Z,0.297,3.182
2024-12-24T14:47:35.000Z,0.298,3.333
2024-12-24T14:47:36.000Z,0.297,3.03
2024-12-24T14:47:37.000Z,0.297,3.182
2024-12-24T14:47:38.000Z,0.299,3.182
2024-12-24T14:47:39.000Z,0.297,3.03
2024-12-24T14:47:40.000Z,0.299,3.182
2024-12-24T14:47:41.000Z,0.299,3.03
2024-12-24T14:47:42.000Z,0.299,3.182
2024-12-24T14:47:43.000Z,0.299,3.03
2024-12-24T14:47:44.000Z,0.293,3.03
2024-12-24T14:47:45.000Z,0.278,3.333
2024-12-24T14:47:46.000Z,0.277,3.03
2024-12-24T14:47:47.000Z,0.272,3.03
2024-12-24T14:47:48.000Z,0.273,3.03
2024-12-24T14:47:49.000Z,0.274,2.879
2024-12-24T14:47:50.000Z,0.274,3.03
2024-12-24T14:47:51.000Z,0.275,3.03
2024-12-24T14:47:52.000Z,0.275,2.879
2024-12-24T14:47:53.000Z,0.274,3.03
2024-12-24T14:47:54.000Z,0.274,2.879
2024-12-24T14:48:05.000Z,0.037,0
2024-12-24T14:48:06.000Z,0.017,0
2024-12-24T14:48:07.000Z,0.017,0
2024-12-24T14:48:08.000Z,0.017,0
2024-12-24T14:48:09.000Z,0.017,0
2024-12-24T14:48:10.000Z,0.017,0
2024-12-24T14:48:11.000Z,0.017,0
2024-12-24T14:48:12.000Z,0.017,0
2024-12-24T14:48:13.000Z,0.017,0
2024-12-24T14:48:14.000Z,0.017,0
2024-12-24T14:47:55.000Z,0.274,3.182
2024-12-24T14:47:56.000Z,0.274,2.879
2024-12-24T14:47:57.000Z,0.275,2.879
2024-12-24T14:47:58.000Z,0.276,3.03
2024-12-24T14:47:59.000Z,0.276,2.879
2024-12-24T14:48:00.000Z,0.275,2.879
2024-12-24T14:48:01.000Z,0.276,2.879
2024-12-24T14:48:02.000Z,0.273,2.879
2024-12-24T14:48:03.000Z,0.286,3.03
2024-12-24T14:48:04.000Z,0.123,1.212
