timestamp,pressure,flow
2024-12-24T14:17:37.000Z,0.017,0.0
2024-12-24T14:17:38.000Z,0.017,0.0
2024-12-24T14:17:39.000Z,0.017,0.0
2024-12-24T14:17:40.000Z,0.017,0.0
2024-12-24T14:17:41.000Z,0.017,0.0
2024-12-24T14:17:42.000Z,0.017,0.0
2024-12-24T14:17:43.000Z,0.017,0.0
2024-12-24T14:17:44.000Z,0.017,0.0
2024-12-24T14:17:45.000Z,0.017,0.0
2024-12-24T14:17:46.000Z,0.017,0.0
2024-12-24T14:17:48.000Z,0.017,0.0
2024-12-24T14:17:49.000Z,0.017,0.0
2024-12-24T14:17:50.000Z,0.017,0.0
2024-12-24T14:17:51.000Z,0.017,0.0
2024-12-24T14:17:52.000Z,0.017,0.0
2024-12-24T14:17:53.000Z,0.017,0.0
2024-12-24T14:17:54.000Z,0.017,0.0
2024-12-24T14:17:55.000Z,0.017,0.0
2024-12-24T14:17:56.000Z,0.017,0.0
2024-12-24T14:17:57.000Z,0.017,0.0
2024-12-24T14:17:58.000Z,0.017,0.0
2024-12-24T14:17:59.000Z,0.017,0.0
2024-12-24T14:18:00.000Z,0.017,0.0
2024-12-24T14:18:01.000Z,0.017,0.0
2024-12-24T14:18:02.000Z,0.017,0.0
2024-12-24T14:18:03.000Z,0.246,0.2979666666666666
2024-12-24T14:18:04.000Z,0.33,0.0707
2024-12-24T14:18:05.000Z,0.343,0.0050666666666666
2024-12-24T14:18:06.000Z,0.351,0.0
2024-12-24T14:18:07.000Z,0.352,0.0
2024-12-24T14:18:08.000Z,0.351,0.0
2024-12-24T14:18:09.000Z,0.354,0.0
2024-12-24T14:18:10.000Z,0.353,0.0
2024-12-24T14:18:11.000Z,0.356,0.0
2024-12-24T14:18:12.000Z,0.356,0.0
2024-12-24T14:18:13.000Z,0.383,0.0
2024-12-24T14:18:14.000Z,0.382,0.0
2024-12-24T14:18:15.000Z,0.384,0.0
2024-12-24T14:18:16.000Z,0.385,0.0
2024-12-24T14:18:17.000Z,0.384,0.0
